AOKF1045_g2_c 	 0.415524 	 cell organization and biogenesis
F66KHFO01DW9C9 	 1.14842 	 death   
F66KHFO01DW9V4 	 0.764451 	 protein metabolism  
F66KHFO01DWA46 	 0.295803 	 protein metabolism  
F66KHFO01DWB7W 	 0.716315 	 other biological processes 
F66KHFO01DWBXY 	 0.11551 	 cell organization and biogenesis
F66KHFO01DWBXY 	 0.11551 	 protein metabolism  
F66KHFO01DWCNF 	 0.595287 	 RNA metabolism  
F66KHFO01DWCNF 	 0.595287 	 other biological processes 
F66KHFO01DWCNF 	 0.595287 	 other metabolic processes 
F66KHFO01DWCNF 	 0.595287 	 signal transduction  
F66KHFO01DWCNF 	 0.595287 	 stress response  
F66KHFO01DWE2F 	 0.586277 	 other biological processes 
F66KHFO01DWFP0 	 0.797345 	 other biological processes 
F66KHFO01DWFP0 	 0.797345 	 other metabolic processes 
F66KHFO01DWGJD 	 0.378745 	 protein metabolism  
F66KHFO01DWGNL 	 0.226144 	 other biological processes 
F66KHFO01DWGNL 	 0.226144 	 stress response  
F66KHFO01DWHWN 	 0.563506 	 other biological processes 
F66KHFO01DWIJ1 	 0.379708 	 protein metabolism  
F66KHFO01DWMO1 	 0.624658 	 cell organization and biogenesis
F66KHFO01DWMO1 	 0.624658 	 protein metabolism  
F66KHFO01DWMRT 	 0.132304 	 other metabolic processes 
F66KHFO01DWMRT 	 0.132304 	 protein metabolism  
F66KHFO01DWN67 	 1.01445 	 transport   
F66KHFO01DWP02 	 0.588993 	 transport   
F66KHFO01DWQ2Y 	 0.463706 	 cell cycle and proliferation
F66KHFO01DWQ2Y 	 0.463706 	 cell organization and biogenesis
F66KHFO01DWQ2Y 	 0.463706 	 other biological processes 
F66KHFO01DWQXA 	 0.850003 	 other metabolic processes 
F66KHFO01DWS9S 	 0.529414 	 protein metabolism  
F66KHFO01DWUAM 	 0.411203 	 other biological processes 
F66KHFO01DWUAM 	 0.411203 	 other metabolic processes 
F66KHFO01DWUAM 	 0.411203 	 protein metabolism  
F66KHFO01DWZE9 	 0.635073 	 RNA metabolism  
F66KHFO01DWZE9 	 0.635073 	 cell cycle and proliferation
F66KHFO01DWZE9 	 0.635073 	 cell organization and biogenesis
F66KHFO01DX0VY 	 0.28568 	 RNA metabolism  
F66KHFO01DX0VY 	 0.28568 	 protein metabolism  
F66KHFO01DX4BC 	 0.329008 	 RNA metabolism  
F66KHFO01DX4BC 	 0.329008 	 cell organization and biogenesis
F66KHFO01DX4BC 	 0.329008 	 other metabolic processes 
F66KHFO01DX4BC 	 0.329008 	 protein metabolism  
F66KHFO01DX4BC 	 0.329008 	 signal transduction  
F66KHFO01DX4BC 	 0.329008 	 stress response  
F66KHFO01DX4DJ 	 0.508794 	 other biological processes 
F66KHFO01DX4DJ 	 0.508794 	 protein metabolism  
F66KHFO01DX4VD 	 0.322778 	 developmental processes  
F66KHFO01DX4VD 	 0.322778 	 other biological processes 
F66KHFO01DX7KM 	 0.650233 	 transport   
F66KHFO01DX7UN 	 0.705558 	 cell organization and biogenesis
F66KHFO01DX7UN 	 0.705558 	 death   
F66KHFO01DX7UN 	 0.705558 	 developmental processes  
F66KHFO01DX7UN 	 0.705558 	 other biological processes 
F66KHFO01DX7UN 	 0.705558 	 protein metabolism  
F66KHFO01DX7Z5 	 0.563245 	 RNA metabolism  
F66KHFO01DX7Z5 	 0.563245 	 cell cycle and proliferation
F66KHFO01DX7Z5 	 0.563245 	 cell-cell signaling  
F66KHFO01DX7Z5 	 0.563245 	 death   
F66KHFO01DX7Z5 	 0.563245 	 developmental processes  
F66KHFO01DX7Z5 	 0.563245 	 other biological processes 
F66KHFO01DX7Z5 	 0.563245 	 other metabolic processes 
F66KHFO01DX7Z5 	 0.563245 	 signal transduction  
F66KHFO01DXARJ 	 0.270995 	 cell organization and biogenesis
F66KHFO01DXARJ 	 0.270995 	 protein metabolism  
F66KHFO01DXBWS 	 0.684456 	 transport   
F66KHFO01DXCII 	 0.869569 	 cell cycle and proliferation
F66KHFO01DXCII 	 0.869569 	 cell organization and biogenesis
F66KHFO01DXCII 	 0.869569 	 developmental processes  
F66KHFO01DXCII 	 0.869569 	 signal transduction  
F66KHFO01DXF56 	 0.35628 	 cell organization and biogenesis
F66KHFO01DXGDJ 	 0.622527 	 protein metabolism  
F66KHFO01DXGV9 	 0.900314 	 cell cycle and proliferation
F66KHFO01DXGV9 	 0.900314 	 developmental processes  
F66KHFO01DXGV9 	 0.900314 	 other metabolic processes 
F66KHFO01DXH6I 	 0.281664 	 protein metabolism  
F66KHFO01DXIFH 	 0.422198 	 other metabolic processes 
F66KHFO01DXJSX 	 0.752069 	 DNA metabolism  
F66KHFO01DXJWY 	 0.470338 	 cell cycle and proliferation
F66KHFO01DXJWY 	 0.470338 	 developmental processes  
F66KHFO01DXJWY 	 0.470338 	 signal transduction  
F66KHFO01DXKHJ 	 0.37462 	 other metabolic processes 
F66KHFO01DXKKS 	 0.37832 	 other metabolic processes 
F66KHFO01DXL3K 	 0.93838 	 cell cycle and proliferation
F66KHFO01DXL3K 	 0.93838 	 cell organization and biogenesis
F66KHFO01DXL3K 	 0.93838 	 developmental processes  
F66KHFO01DXL3K 	 0.93838 	 other biological processes 
F66KHFO01DXLA7 	 0.655654 	 cell organization and biogenesis
F66KHFO01DXLA7 	 0.655654 	 developmental processes  
F66KHFO01DXLA7 	 0.655654 	 other biological processes 
F66KHFO01DXLA7 	 0.655654 	 other metabolic processes 
F66KHFO01DXLA7 	 0.655654 	 stress response  
F66KHFO01DXLA7 	 0.655654 	 transport   
F66KHFO01DXMH9 	 0.535062 	 other biological processes 
F66KHFO01DXMH9 	 0.535062 	 other metabolic processes 
F66KHFO01DXMH9 	 0.535062 	 protein metabolism  
F66KHFO01DXMT6 	 0.74816 	 developmental processes  
F66KHFO01DXMT6 	 0.74816 	 other biological processes 
F66KHFO01DXR3L 	 0.39977 	 cell cycle and proliferation
F66KHFO01DXR3L 	 0.39977 	 other biological processes 
F66KHFO01DXS1K 	 0.59853 	 other metabolic processes 
F66KHFO01DXS1K 	 0.59853 	 protein metabolism  
F66KHFO01DXTTL 	 0.067918 	 RNA metabolism  
F66KHFO01DXTTL 	 0.067918 	 cell cycle and proliferation
F66KHFO01DXTTL 	 0.067918 	 death   
F66KHFO01DXTTL 	 0.067918 	 other metabolic processes 
F66KHFO01DXTTL 	 0.067918 	 protein metabolism  
F66KHFO01DXTTL 	 0.067918 	 signal transduction  
F66KHFO01DXTTL 	 0.067918 	 stress response  
F66KHFO01DXU2P 	 0.26677 	 RNA metabolism  
F66KHFO01DXUDH 	 0.532753 	 other biological processes 
F66KHFO01DXUDH 	 0.532753 	 other metabolic processes 
F66KHFO01DXVJ3 	 0.708169 	 protein metabolism  
F66KHFO01DXVJ3 	 0.708169 	 transport   
F66KHFO01DXWYB 	 0.700875 	 other metabolic processes 
F66KHFO01DXWYM 	 0.696941 	 RNA metabolism  
F66KHFO01DXWYM 	 0.696941 	 other metabolic processes 
F66KHFO01DXXS8 	 0.774539 	 transport   
F66KHFO01DXYW0 	 0.741885 	 RNA metabolism  
F66KHFO01DXZ85 	 0.722104 	 cell organization and biogenesis
F66KHFO01DXZ85 	 0.722104 	 developmental processes  
F66KHFO01DXZ85 	 0.722104 	 other biological processes 
F66KHFO01DXZ85 	 0.722104 	 other metabolic processes 
F66KHFO01DXZ85 	 0.722104 	 protein metabolism  
F66KHFO01DXZ85 	 0.722104 	 signal transduction  
F66KHFO01DXZ85 	 0.722104 	 transport   
F66KHFO01DY19A 	 0.731371 	 cell cycle and proliferation
F66KHFO01DY19A 	 0.731371 	 cell-cell signaling  
F66KHFO01DY19A 	 0.731371 	 other biological processes 
F66KHFO01DY19A 	 0.731371 	 other metabolic processes 
F66KHFO01DY19A 	 0.731371 	 protein metabolism  
F66KHFO01DY19A 	 0.731371 	 signal transduction  
F66KHFO01DY19A 	 0.731371 	 stress response  
F66KHFO01DY19A 	 0.731371 	 transport   
F66KHFO01DY3LR 	 0.635706 	 cell adhesion  
F66KHFO01DY3LR 	 0.635706 	 cell cycle and proliferation
F66KHFO01DY3LR 	 0.635706 	 cell organization and biogenesis
F66KHFO01DY3LR 	 0.635706 	 developmental processes  
F66KHFO01DY3LR 	 0.635706 	 other biological processes 
F66KHFO01DY3LR 	 0.635706 	 other metabolic processes 
F66KHFO01DY3LR 	 0.635706 	 protein metabolism  
F66KHFO01DY3LR 	 0.635706 	 signal transduction  
F66KHFO01DY5K4 	 0.590999 	 RNA metabolism  
F66KHFO01DY5K4 	 0.590999 	 death   
F66KHFO01DY5K4 	 0.590999 	 other biological processes 
F66KHFO01DY5K4 	 0.590999 	 protein metabolism  
F66KHFO01DY5K4 	 0.590999 	 signal transduction  
F66KHFO01DY5K4 	 0.590999 	 transport   
F66KHFO01DY5LB 	 1.56265 	 other biological processes 
F66KHFO01DY5YB 	 0.371199 	 developmental processes  
F66KHFO01DY66B 	 0.414081 	 RNA metabolism  
F66KHFO01DY66B 	 0.414081 	 other metabolic processes 
F66KHFO01DY770 	 1.0678 	 cell cycle and proliferation
F66KHFO01DY770 	 1.0678 	 developmental processes  
F66KHFO01DY770 	 1.0678 	 other biological processes 
F66KHFO01DY770 	 1.0678 	 protein metabolism  
F66KHFO01DY7TF 	 0.222613 	 cell organization and biogenesis
F66KHFO01DY7TF 	 0.222613 	 other biological processes 
F66KHFO01DY7TF 	 0.222613 	 other metabolic processes 
F66KHFO01DY7TF 	 0.222613 	 protein metabolism  
F66KHFO01DY8OY 	 0.37515 	 other metabolic processes 
F66KHFO01DY8S2 	 0.180633 	 RNA metabolism  
F66KHFO01DY8S2 	 0.180633 	 cell cycle and proliferation
F66KHFO01DY8S2 	 0.180633 	 cell organization and biogenesis
F66KHFO01DY8S2 	 0.180633 	 other biological processes 
F66KHFO01DY8S2 	 0.180633 	 other metabolic processes 
F66KHFO01DY8S2 	 0.180633 	 protein metabolism  
F66KHFO01DY8S2 	 0.180633 	 signal transduction  
F66KHFO01DY8S2 	 0.180633 	 stress response  
F66KHFO01DY8S2 	 0.180633 	 transport   
F66KHFO01DYA5P 	 0.457145 	 other metabolic processes 
F66KHFO01DYA5P 	 0.457145 	 transport   
F66KHFO01DYABS 	 0.702781 	 protein metabolism  
F66KHFO01DYABS 	 0.702781 	 stress response  
F66KHFO01DYADX 	 0.284906 	 cell adhesion  
F66KHFO01DYADX 	 0.284906 	 other biological processes 
F66KHFO01DYADX 	 0.284906 	 other metabolic processes 
F66KHFO01DYADX 	 0.284906 	 protein metabolism  
F66KHFO01DYADX 	 0.284906 	 stress response  
F66KHFO01DYAKS 	 0.805077 	 developmental processes  
F66KHFO01DYBR4 	 0.373043 	 developmental processes  
F66KHFO01DYBR4 	 0.373043 	 other biological processes 
F66KHFO01DYBR4 	 0.373043 	 transport   
F66KHFO01DYD0O 	 0.832971 	 other metabolic processes 
F66KHFO01DYDB3 	 0.930544 	 other biological processes 
F66KHFO01DYDB3 	 0.930544 	 protein metabolism  
F66KHFO01DYE7M 	 0.650181 	 protein metabolism  
F66KHFO01DYEL5 	 0.137132 	 signal transduction  
F66KHFO01DYF6R 	 0.542432 	 RNA metabolism  
F66KHFO01DYF6R 	 0.542432 	 protein metabolism  
F66KHFO01DYFBI 	 0.501099 	 other biological processes 
F66KHFO01DYFBI 	 0.501099 	 other metabolic processes 
F66KHFO01DYFWU 	 0.92242 	 other metabolic processes 
F66KHFO01DYFWU 	 0.92242 	 protein metabolism  
F66KHFO01DYGK9 	 0.351134 	 other biological processes 
F66KHFO01DYGK9 	 0.351134 	 transport   
F66KHFO01DYH1S 	 0.223972 	 RNA metabolism  
F66KHFO01DYH1S 	 0.223972 	 protein metabolism  
F66KHFO01DYIQ2 	 0.443399 	 other biological processes 
F66KHFO01DYIRR 	 0.788165 	 other metabolic processes 
F66KHFO01DYIRR 	 0.788165 	 protein metabolism  
F66KHFO01DYIY7 	 1.01508 	 DNA metabolism  
F66KHFO01DYIY7 	 1.01508 	 RNA metabolism  
F66KHFO01DYIY7 	 1.01508 	 cell organization and biogenesis
F66KHFO01DYKOQ 	 0.41015 	 developmental processes  
F66KHFO01DYKOQ 	 0.41015 	 other biological processes 
F66KHFO01DYKOQ 	 0.41015 	 other metabolic processes 
F66KHFO01DYKRT 	 0.606922 	 RNA metabolism  
F66KHFO01DYLB9 	 0.109723 	 other metabolic processes 
F66KHFO01DYLE2 	 0.37057 	 other biological processes 
F66KHFO01DYMOK 	 0.341269 	 other biological processes 
F66KHFO01DYMOK 	 0.341269 	 protein metabolism  
F66KHFO01DYNTP 	 0.820709 	 death   
F66KHFO01DYNTP 	 0.820709 	 developmental processes  
F66KHFO01DYNTP 	 0.820709 	 other metabolic processes 
F66KHFO01DYNTP 	 0.820709 	 protein metabolism  
F66KHFO01DYNTP 	 0.820709 	 signal transduction  
F66KHFO01DYNTP 	 0.820709 	 stress response  
F66KHFO01DYNXD 	 0.636851 	 death   
F66KHFO01DYNXD 	 0.636851 	 other biological processes 
F66KHFO01DYNXD 	 0.636851 	 protein metabolism  
F66KHFO01DYOCM 	 0.2882 	 cell adhesion  
F66KHFO01DYOCM 	 0.2882 	 protein metabolism  
F66KHFO01DYOCM 	 0.2882 	 stress response  
F66KHFO01DYPPY 	 0.808445 	 other metabolic processes 
F66KHFO01DYPPY 	 0.808445 	 signal transduction  
F66KHFO01DYPYS 	 0.518694 	 other metabolic processes 
F66KHFO01DYPYS 	 0.518694 	 protein metabolism  
F66KHFO01DYQPC 	 0.945892 	 cell organization and biogenesis
F66KHFO01DYQPC 	 0.945892 	 other metabolic processes 
F66KHFO01DYQPC 	 0.945892 	 protein metabolism  
F66KHFO01DYQPC 	 0.945892 	 transport   
F66KHFO01DYRPJ 	 0.581619 	 other metabolic processes 
F66KHFO01DYTX1 	 0.0750679 	 other biological processes 
F66KHFO01DYTX1 	 0.0750679 	 other metabolic processes 
F66KHFO01DYTX1 	 0.0750679 	 protein metabolism  
F66KHFO01DYTX1 	 0.0750679 	 stress response  
F66KHFO01DYUFH 	 0.535952 	 protein metabolism  
F66KHFO01DYVQG 	 0.688155 	 cell cycle and proliferation
F66KHFO01DYVQG 	 0.688155 	 protein metabolism  
F66KHFO01DYVQG 	 0.688155 	 signal transduction  
F66KHFO01DYVQG 	 0.688155 	 stress response  
F66KHFO01DYVSG 	 0.289679 	 other metabolic processes 
F66KHFO01DYWJT 	 0.221672 	 RNA metabolism  
F66KHFO01DYWJT 	 0.221672 	 other metabolic processes 
F66KHFO01DYYZ5 	 0.395835 	 DNA metabolism  
F66KHFO01DYYZ5 	 0.395835 	 cell cycle and proliferation
F66KHFO01DYYZ5 	 0.395835 	 developmental processes  
F66KHFO01DYYZ5 	 0.395835 	 other biological processes 
F66KHFO01DYZ56 	 0.993085 	 cell organization and biogenesis
F66KHFO01DYZ56 	 0.993085 	 transport   
F66KHFO01DYZM6 	 0.495401 	 DNA metabolism  
F66KHFO01DYZM6 	 0.495401 	 cell cycle and proliferation
F66KHFO01DYZM6 	 0.495401 	 developmental processes  
F66KHFO01DYZM6 	 0.495401 	 other biological processes 
F66KHFO01DYZM6 	 0.495401 	 stress response  
F66KHFO01DZ07C 	 0.265274 	 RNA metabolism  
F66KHFO01DZ07C 	 0.265274 	 cell cycle and proliferation
F66KHFO01DZ07C 	 0.265274 	 cell organization and biogenesis
F66KHFO01DZ07C 	 0.265274 	 developmental processes  
F66KHFO01DZ07C 	 0.265274 	 other biological processes 
F66KHFO01DZ07C 	 0.265274 	 stress response  
F66KHFO01DZ0LZ 	 0.332502 	 protein metabolism  
F66KHFO01DZ0LZ 	 0.332502 	 signal transduction  
F66KHFO01DZ0XA 	 0.685808 	 cell-cell signaling  
F66KHFO01DZ0XA 	 0.685808 	 signal transduction  
F66KHFO01DZ0XA 	 0.685808 	 transport   
F66KHFO01DZ365 	 0.466855 	 RNA metabolism  
F66KHFO01DZ365 	 0.466855 	 other metabolic processes 
F66KHFO01DZ365 	 0.466855 	 signal transduction  
F66KHFO01DZ38D 	 0.365198 	 death   
F66KHFO01DZ38D 	 0.365198 	 other metabolic processes 
F66KHFO01DZ6XO 	 0.127892 	 other metabolic processes 
F66KHFO01DZ8UC 	 0.301192 	 other metabolic processes 
F66KHFO01DZ8UC 	 0.301192 	 protein metabolism  
F66KHFO01DZANH 	 0.955088 	 other biological processes 
F66KHFO01DZBPU 	 0.396736 	 other biological processes 
F66KHFO01DZBPU 	 0.396736 	 other metabolic processes 
F66KHFO01DZBPU 	 0.396736 	 stress response  
F66KHFO01DZBPU 	 0.396736 	 transport   
F66KHFO01DZDQ0 	 0.945561 	 cell adhesion  
F66KHFO01DZFD9 	 0.73369 	 other metabolic processes 
F66KHFO01DZG2K 	 0.61922 	 DNA metabolism  
F66KHFO01DZG2K 	 0.61922 	 cell cycle and proliferation
F66KHFO01DZG2K 	 0.61922 	 other biological processes 
F66KHFO01DZG2K 	 0.61922 	 stress response  
F66KHFO01DZGIO 	 0.708741 	 cell organization and biogenesis
F66KHFO01DZGIO 	 0.708741 	 developmental processes  
F66KHFO01DZIMK 	 0.646178 	 cell cycle and proliferation
F66KHFO01DZIMK 	 0.646178 	 cell organization and biogenesis
F66KHFO01DZIMK 	 0.646178 	 developmental processes  
F66KHFO01DZIMK 	 0.646178 	 other biological processes 
F66KHFO01DZJQ9 	 0.323234 	 DNA metabolism  
F66KHFO01DZJQ9 	 0.323234 	 RNA metabolism  
F66KHFO01DZJQ9 	 0.323234 	 cell cycle and proliferation
F66KHFO01DZJQ9 	 0.323234 	 cell organization and biogenesis
F66KHFO01DZLIZ 	 0.477068 	 protein metabolism  
F66KHFO01DZLIZ 	 0.477068 	 signal transduction  
F66KHFO01DZLMQ 	 0.431478 	 protein metabolism  
F66KHFO01DZMAF 	 0.794936 	 other biological processes 
F66KHFO01DZMAF 	 0.794936 	 other metabolic processes 
F66KHFO01DZMAF 	 0.794936 	 signal transduction  
F66KHFO01DZMH7 	 0.519277 	 DNA metabolism  
F66KHFO01DZMH7 	 0.519277 	 RNA metabolism  
F66KHFO01DZMH7 	 0.519277 	 protein metabolism  
F66KHFO01DZMH7 	 0.519277 	 stress response  
F66KHFO01DZMJ1 	 0.896344 	 developmental processes  
F66KHFO01DZMJ1 	 0.896344 	 signal transduction  
F66KHFO01DZN91 	 0.822485 	 cell cycle and proliferation
F66KHFO01DZN91 	 0.822485 	 cell-cell signaling  
F66KHFO01DZN91 	 0.822485 	 developmental processes  
F66KHFO01DZN91 	 0.822485 	 other biological processes 
F66KHFO01DZN91 	 0.822485 	 other metabolic processes 
F66KHFO01DZN91 	 0.822485 	 signal transduction  
F66KHFO01DZN91 	 0.822485 	 transport   
F66KHFO01DZPA3 	 0.145258 	 other biological processes 
F66KHFO01DZQOC 	 0.558355 	 DNA metabolism  
F66KHFO01DZQOC 	 0.558355 	 cell cycle and proliferation
F66KHFO01DZQOC 	 0.558355 	 cell organization and biogenesis
F66KHFO01DZQOC 	 0.558355 	 other biological processes 
F66KHFO01DZQOC 	 0.558355 	 stress response  
F66KHFO01DZRUJ 	 0.294845 	 cell cycle and proliferation
F66KHFO01DZRUJ 	 0.294845 	 cell organization and biogenesis
F66KHFO01DZRUJ 	 0.294845 	 other biological processes 
F66KHFO01DZRUJ 	 0.294845 	 protein metabolism  
F66KHFO01DZUC6 	 0.512033 	 DNA metabolism  
F66KHFO01DZUC6 	 0.512033 	 cell cycle and proliferation
F66KHFO01DZUC6 	 0.512033 	 cell organization and biogenesis
F66KHFO01DZUC6 	 0.512033 	 other biological processes 
F66KHFO01DZUC6 	 0.512033 	 stress response  
F66KHFO01DZW9A 	 0.204584 	 other metabolic processes 
F66KHFO01DZWBU 	 0.395981 	 cell organization and biogenesis
F66KHFO01DZWBU 	 0.395981 	 developmental processes  
F66KHFO01DZWBU 	 0.395981 	 other biological processes 
F66KHFO01DZWBU 	 0.395981 	 signal transduction  
F66KHFO01DZX4C 	 0.541523 	 other metabolic processes 
F66KHFO01DZXDK 	 0.277208 	 DNA metabolism  
F66KHFO01DZXDK 	 0.277208 	 other metabolic processes 
F66KHFO01DZXDK 	 0.277208 	 stress response  
F66KHFO01DZXI0 	 1.19506 	 other biological processes 
F66KHFO01DZXI0 	 1.19506 	 other metabolic processes 
F66KHFO01DZYRX 	 0.357672 	 RNA metabolism  
F66KHFO01DZYRX 	 0.357672 	 cell cycle and proliferation
F66KHFO01DZYRX 	 0.357672 	 cell organization and biogenesis
F66KHFO01DZYRX 	 0.357672 	 developmental processes  
F66KHFO01DZYRX 	 0.357672 	 other biological processes 
F66KHFO01DZYRX 	 0.357672 	 protein metabolism  
F66KHFO01DZYRX 	 0.357672 	 stress response  
F66KHFO01E01PT 	 0.246638 	 other biological processes 
F66KHFO01E02HI 	 1.09022 	 death   
F66KHFO01E02HI 	 1.09022 	 other biological processes 
F66KHFO01E02HI 	 1.09022 	 other metabolic processes 
F66KHFO01E02HI 	 1.09022 	 protein metabolism  
F66KHFO01E05D5 	 0.578495 	 RNA metabolism  
F66KHFO01E05GT 	 1.03215 	 signal transduction  
F66KHFO01E06FW 	 0.736845 	 DNA metabolism  
F66KHFO01E06FW 	 0.736845 	 RNA metabolism  
F66KHFO01E06FW 	 0.736845 	 cell organization and biogenesis
F66KHFO01E06FW 	 0.736845 	 other biological processes 
F66KHFO01E06FW 	 0.736845 	 other metabolic processes 
F66KHFO01E06FW 	 0.736845 	 protein metabolism  
F66KHFO01E06FW 	 0.736845 	 stress response  
F66KHFO01E08AM 	 0.500242 	 other metabolic processes 
F66KHFO01E08AM 	 0.500242 	 transport   
F66KHFO01E08BR 	 0.444186 	 transport   
F66KHFO01E0BFV 	 0.982066 	 DNA metabolism  
F66KHFO01E0BFV 	 0.982066 	 stress response  
F66KHFO01E0BNV 	 0.623792 	 protein metabolism  
F66KHFO01E0D2A 	 0.507061 	 protein metabolism  
F66KHFO01E0DXS 	 0.808087 	 transport   
F66KHFO01E0ETR 	 0.225973 	 other metabolic processes 
F66KHFO01E0GO0 	 0.472863 	 other metabolic processes 
F66KHFO01E0KAA 	 0.555468 	 DNA metabolism  
F66KHFO01E0KAA 	 0.555468 	 protein metabolism  
F66KHFO01E0W2Y 	 0.128482 	 DNA metabolism  
F66KHFO01E0W2Y 	 0.128482 	 cell cycle and proliferation
F66KHFO01E0W2Y 	 0.128482 	 cell organization and biogenesis
F66KHFO01E0WHK 	 0.824235 	 DNA metabolism  
F66KHFO01E0WHK 	 0.824235 	 other biological processes 
F66KHFO01E0WHK 	 0.824235 	 protein metabolism  
F66KHFO01E0WHK 	 0.824235 	 stress response  
F66KHFO01E0WHK 	 0.824235 	 transport   
F66KHFO01E0WZI 	 0.750338 	 cell cycle and proliferation
F66KHFO01E0WZI 	 0.750338 	 cell organization and biogenesis
F66KHFO01E0WZI 	 0.750338 	 other biological processes 
F66KHFO01E0XKY 	 0.54312 	 other biological processes 
F66KHFO01E0XKY 	 0.54312 	 transport   
F66KHFO01E10OU 	 1.12145 	 cell adhesion  
F66KHFO01E10OU 	 1.12145 	 cell cycle and proliferation
F66KHFO01E10OU 	 1.12145 	 cell organization and biogenesis
F66KHFO01E10OU 	 1.12145 	 death   
F66KHFO01E10OU 	 1.12145 	 developmental processes  
F66KHFO01E10OU 	 1.12145 	 other biological processes 
F66KHFO01E10OU 	 1.12145 	 other metabolic processes 
