Spi_contig00032 	 0.484363 	 cell cycle and proliferation
Spi_isotig12618 	 0.213595 	 protein metabolism  
Spi_isotig12620 	 0.482684 	 other biological processes 
Spi_isotig12622 	 0.481538 	 other biological processes 
Spi_isotig12624 	 0.740678 	 developmental processes  
Spi_isotig12624 	 0.740678 	 RNA metabolism  
Spi_isotig12625 	 0.251904 	 developmental processes  
Spi_isotig12625 	 0.251904 	 other biological processes 
Spi_isotig12625 	 0.251904 	 protein metabolism  
Spi_isotig12625 	 0.251904 	 signal transduction  
Spi_isotig12628 	 0.736507 	 other metabolic processes 
Spi_isotig12628 	 0.736507 	 transport   
Spi_isotig12632 	 0.917845 	 other biological processes 
Spi_isotig12632 	 0.917845 	 RNA metabolism  
Spi_isotig12636 	 0.560441 	 cell organization and biogenesis
Spi_isotig12636 	 0.560441 	 developmental processes  
Spi_isotig12636 	 0.560441 	 other biological processes 
Spi_isotig12638 	 0.429782 	 DNA metabolism  
Spi_isotig12638 	 0.429782 	 other biological processes 
Spi_isotig12638 	 0.429782 	 stress response  
Spi_isotig12643 	 0.891456 	 other metabolic processes 
Spi_isotig12643 	 0.891456 	 stress response  
Spi_isotig12646 	 0.239327 	 transport   
Spi_isotig12651 	 0.65746 	 other metabolic processes 
Spi_isotig12654 	 0.618275 	 DNA metabolism  
Spi_isotig12654 	 0.618275 	 stress response  
Spi_isotig12660 	 0.739226 	 developmental processes  
Spi_isotig12669 	 0.914454 	 other metabolic processes 
Spi_isotig12669 	 0.914454 	 stress response  
Spi_isotig12669 	 0.914454 	 transport   
Spi_isotig12673 	 0.566668 	 protein metabolism  
Spi_isotig12673 	 0.566668 	 transport   
Spi_isotig12674 	 0.715249 	 other metabolic processes 
Spi_isotig12681 	 1.0411 	 transport   
Spi_isotig12683 	 0.294062 	 other metabolic processes 
Spi_isotig12692 	 1.01178 	 death   
Spi_isotig12692 	 1.01178 	 other biological processes 
Spi_isotig12692 	 1.01178 	 protein metabolism  
Spi_isotig12692 	 1.01178 	 RNA metabolism  
Spi_isotig12692 	 1.01178 	 signal transduction  
Spi_isotig12692 	 1.01178 	 stress response  
Spi_isotig12693 	 0.892016 	 transport   
Spi_isotig12704 	 0.680182 	 other metabolic processes 
Spi_isotig12705 	 0.92672 	 death   
Spi_isotig12705 	 0.92672 	 developmental processes  
Spi_isotig12705 	 0.92672 	 other biological processes 
Spi_isotig12705 	 0.92672 	 other metabolic processes 
Spi_isotig12705 	 0.92672 	 protein metabolism  
Spi_isotig12705 	 0.92672 	 signal transduction  
Spi_isotig12705 	 0.92672 	 stress response  
Spi_isotig12710 	 0.700564 	 developmental processes  
Spi_isotig12714 	 0.76848 	 cell cycle and proliferation
Spi_isotig12714 	 0.76848 	 other metabolic processes 
Spi_isotig12714 	 0.76848 	 protein metabolism  
Spi_isotig12714 	 0.76848 	 RNA metabolism  
Spi_isotig12720 	 0.365928 	 cell organization and biogenesis
Spi_isotig12720 	 0.365928 	 other biological processes 
Spi_isotig12720 	 0.365928 	 other metabolic processes 
Spi_isotig12724 	 1.05331 	 cell organization and biogenesis
Spi_isotig12730 	 1.06295 	 RNA metabolism  
Spi_isotig12732 	 0.955085 	 other metabolic processes 
Spi_isotig12732 	 0.955085 	 protein metabolism  
Spi_isotig12733 	 1.0584 	 other metabolic processes 
Spi_isotig12736 	 1.10228 	 cell organization and biogenesis
Spi_isotig12736 	 1.10228 	 protein metabolism  
Spi_isotig12736 	 1.10228 	 RNA metabolism  
Spi_isotig12737 	 0.368189 	 other metabolic processes 
Spi_isotig12741 	 0.903546 	 cell organization and biogenesis
Spi_isotig12741 	 0.903546 	 other biological processes 
Spi_isotig12741 	 0.903546 	 stress response  
Spi_isotig12741 	 0.903546 	 transport   
Spi_isotig12747 	 0.546524 	 cell-cell signaling  
Spi_isotig12747 	 0.546524 	 other biological processes 
Spi_isotig12747 	 0.546524 	 protein metabolism  
Spi_isotig12748 	 1.04311 	 other metabolic processes 
Spi_isotig12751 	 0.45224 	 protein metabolism  
Spi_isotig12752 	 0.182661 	 death   
Spi_isotig12752 	 0.182661 	 developmental processes  
Spi_isotig12752 	 0.182661 	 RNA metabolism  
Spi_isotig12752 	 0.182661 	 signal transduction  
Spi_isotig12754 	 0.349843 	 developmental processes  
Spi_isotig12754 	 0.349843 	 other biological processes 
Spi_isotig12754 	 0.349843 	 protein metabolism  
Spi_isotig12754 	 0.349843 	 signal transduction  
Spi_isotig12759 	 0.700612 	 other metabolic processes 
Spi_isotig12759 	 0.700612 	 protein metabolism  
Spi_isotig12760 	 0.412004 	 other biological processes 
Spi_isotig12760 	 0.412004 	 protein metabolism  
Spi_isotig12760 	 0.412004 	 RNA metabolism  
Spi_isotig12760 	 0.412004 	 signal transduction  
Spi_isotig12776 	 0.0512778 	 cell organization and biogenesis
Spi_isotig12776 	 0.0512778 	 developmental processes  
Spi_isotig12776 	 0.0512778 	 other metabolic processes 
Spi_isotig12776 	 0.0512778 	 protein metabolism  
Spi_isotig12777 	 0.824403 	 cell organization and biogenesis
Spi_isotig12777 	 0.824403 	 death   
Spi_isotig12777 	 0.824403 	 DNA metabolism  
Spi_isotig12777 	 0.824403 	 other biological processes 
Spi_isotig12777 	 0.824403 	 transport   
Spi_isotig12785 	 0.790181 	 cell adhesion  
Spi_isotig12785 	 0.790181 	 cell cycle and proliferation
Spi_isotig12785 	 0.790181 	 death   
Spi_isotig12785 	 0.790181 	 signal transduction  
Spi_isotig12786 	 0.140512 	 RNA metabolism  
Spi_isotig12787 	 0.686569 	 other biological processes 
Spi_isotig12789 	 0.354663 	 developmental processes  
Spi_isotig12789 	 0.354663 	 other biological processes 
Spi_isotig12792 	 0.525964 	 signal transduction  
Spi_isotig12794 	 0.482928 	 cell organization and biogenesis
Spi_isotig12794 	 0.482928 	 protein metabolism  
Spi_isotig12794 	 0.482928 	 RNA metabolism  
Spi_isotig12796 	 0.509559 	 protein metabolism  
Spi_isotig12796 	 0.509559 	 RNA metabolism  
Spi_isotig12796 	 0.509559 	 signal transduction  
Spi_isotig12797 	 0.612135 	 protein metabolism  
Spi_isotig12798 	 0.548502 	 cell cycle and proliferation
Spi_isotig12798 	 0.548502 	 cell organization and biogenesis
Spi_isotig12798 	 0.548502 	 death   
Spi_isotig12798 	 0.548502 	 developmental processes  
Spi_isotig12798 	 0.548502 	 other biological processes 
Spi_isotig12798 	 0.548502 	 other metabolic processes 
Spi_isotig12798 	 0.548502 	 RNA metabolism  
Spi_isotig12803 	 0.884754 	 other metabolic processes 
Spi_isotig12807 	 0.794907 	 developmental processes  
Spi_isotig12807 	 0.794907 	 RNA metabolism  
Spi_isotig12809 	 0.434288 	 death   
Spi_isotig12809 	 0.434288 	 other biological processes 
Spi_isotig12809 	 0.434288 	 protein metabolism  
Spi_isotig12809 	 0.434288 	 RNA metabolism  
Spi_isotig12809 	 0.434288 	 signal transduction  
Spi_isotig12813 	 0.98678 	 other biological processes 
Spi_isotig12813 	 0.98678 	 other metabolic processes 
Spi_isotig12813 	 0.98678 	 protein metabolism  
Spi_isotig12813 	 0.98678 	 signal transduction  
Spi_isotig12813 	 0.98678 	 stress response  
Spi_isotig12818 	 0.906904 	 other biological processes 
Spi_isotig12821 	 0.638891 	 cell-cell signaling  
Spi_isotig12821 	 0.638891 	 cell organization and biogenesis
Spi_isotig12821 	 0.638891 	 death   
Spi_isotig12821 	 0.638891 	 other biological processes 
Spi_isotig12821 	 0.638891 	 signal transduction  
Spi_isotig12821 	 0.638891 	 transport   
Spi_isotig12826 	 0.221337 	 other biological processes 
Spi_isotig12827 	 1.23466 	 protein metabolism  
Spi_isotig12834 	 0.15741 	 cell cycle and proliferation
Spi_isotig12834 	 0.15741 	 DNA metabolism  
Spi_isotig12834 	 0.15741 	 other biological processes 
Spi_isotig12834 	 0.15741 	 RNA metabolism  
Spi_isotig12834 	 0.15741 	 stress response  
Spi_isotig12835 	 0.839494 	 other biological processes 
Spi_isotig12838 	 0.91195 	 cell cycle and proliferation
Spi_isotig12838 	 0.91195 	 death   
Spi_isotig12838 	 0.91195 	 developmental processes  
Spi_isotig12838 	 0.91195 	 other biological processes 
Spi_isotig12838 	 0.91195 	 RNA metabolism  
Spi_isotig12838 	 0.91195 	 signal transduction  
Spi_isotig12838 	 0.91195 	 stress response  
Spi_isotig12841 	 0.466169 	 death   
Spi_isotig12841 	 0.466169 	 other biological processes 
Spi_isotig12845 	 0.655587 	 other metabolic processes 
Spi_isotig12847 	 0.345079 	 other biological processes 
Spi_isotig12848 	 0.253169 	 protein metabolism  
Spi_isotig12850 	 0.499165 	 protein metabolism  
Spi_isotig12853 	 0.139151 	 other biological processes 
Spi_isotig12853 	 0.139151 	 stress response  
Spi_isotig12853 	 0.139151 	 transport   
Spi_isotig12856 	 0.831974 	 cell organization and biogenesis
Spi_isotig12856 	 0.831974 	 developmental processes  
Spi_isotig12856 	 0.831974 	 other biological processes 
Spi_isotig12856 	 0.831974 	 transport   
Spi_isotig12868 	 0.330936 	 protein metabolism  
Spi_isotig12869 	 0.402654 	 transport   
Spi_isotig12874 	 1.05512 	 other metabolic processes 
Spi_isotig12874 	 1.05512 	 protein metabolism  
Spi_isotig12875 	 0.137677 	 DNA metabolism  
Spi_isotig12875 	 0.137677 	 stress response  
Spi_isotig12877 	 0.744183 	 cell cycle and proliferation
Spi_isotig12877 	 0.744183 	 other biological processes 
Spi_isotig12877 	 0.744183 	 stress response  
Spi_isotig12877 	 0.744183 	 transport   
Spi_isotig12881 	 1.14174 	 other metabolic processes 
Spi_isotig12884 	 0.205183 	 other metabolic processes 
Spi_isotig12887 	 0.76467 	 transport   
Spi_isotig12888 	 0.930148 	 cell adhesion  
Spi_isotig12888 	 0.930148 	 signal transduction  
Spi_isotig12889 	 0.479969 	 RNA metabolism  
Spi_isotig12890 	 0.767938 	 protein metabolism  
Spi_isotig12894 	 0.505821 	 cell adhesion  
Spi_isotig12896 	 0.349508 	 cell cycle and proliferation
Spi_isotig12896 	 0.349508 	 cell organization and biogenesis
Spi_isotig12896 	 0.349508 	 protein metabolism  
Spi_isotig12897 	 0.577463 	 other metabolic processes 
Spi_isotig12897 	 0.577463 	 protein metabolism  
Spi_isotig12897 	 0.577463 	 RNA metabolism  
Spi_isotig12900 	 0.181029 	 other metabolic processes 
Spi_isotig12901 	 0.908637 	 cell organization and biogenesis
Spi_isotig12901 	 0.908637 	 other metabolic processes 
Spi_isotig12901 	 0.908637 	 protein metabolism  
Spi_isotig12901 	 0.908637 	 transport   
Spi_isotig12906 	 0.766332 	 DNA metabolism  
Spi_isotig12906 	 0.766332 	 other biological processes 
Spi_isotig12906 	 0.766332 	 RNA metabolism  
Spi_isotig12906 	 0.766332 	 stress response  
Spi_isotig12907 	 0.401362 	 cell organization and biogenesis
Spi_isotig12907 	 0.401362 	 death   
Spi_isotig12907 	 0.401362 	 other biological processes 
Spi_isotig12907 	 0.401362 	 other metabolic processes 
Spi_isotig12907 	 0.401362 	 protein metabolism  
Spi_isotig12907 	 0.401362 	 RNA metabolism  
Spi_isotig12907 	 0.401362 	 signal transduction  
Spi_isotig12907 	 0.401362 	 stress response  
Spi_isotig12907 	 0.401362 	 transport   
Spi_isotig12912 	 0.915099 	 developmental processes  
Spi_isotig12912 	 0.915099 	 other biological processes 
Spi_isotig12912 	 0.915099 	 other metabolic processes 
Spi_isotig12912 	 0.915099 	 stress response  
Spi_isotig12913 	 0.180325 	 other metabolic processes 
Spi_isotig12913 	 0.180325 	 transport   
Spi_isotig12915 	 0.430645 	 developmental processes  
Spi_isotig12915 	 0.430645 	 other biological processes 
Spi_isotig12915 	 0.430645 	 other metabolic processes 
Spi_isotig12915 	 0.430645 	 RNA metabolism  
Spi_isotig12918 	 0.822225 	 other metabolic processes 
Spi_isotig12921 	 0.812977 	 other metabolic processes 
Spi_isotig12921 	 0.812977 	 transport   
Spi_isotig12922 	 0.576025 	 other biological processes 
Spi_isotig12926 	 0.839917 	 cell organization and biogenesis
Spi_isotig12926 	 0.839917 	 protein metabolism  
Spi_isotig12934 	 0.902399 	 other metabolic processes 
Spi_isotig12937 	 0.946809 	 other biological processes 
Spi_isotig12941 	 0.706025 	 other biological processes 
Spi_isotig12945 	 0.92304 	 protein metabolism  
Spi_isotig12946 	 0.983336 	 cell organization and biogenesis
Spi_isotig12946 	 0.983336 	 death   
Spi_isotig12946 	 0.983336 	 other biological processes 
Spi_isotig12946 	 0.983336 	 other metabolic processes 
Spi_isotig12946 	 0.983336 	 protein metabolism  
Spi_isotig12946 	 0.983336 	 RNA metabolism  
Spi_isotig12946 	 0.983336 	 signal transduction  
Spi_isotig12946 	 0.983336 	 stress response  
Spi_isotig12953 	 0.366629 	 DNA metabolism  
Spi_isotig12953 	 0.366629 	 other metabolic processes 
Spi_isotig12953 	 0.366629 	 stress response  
Spi_isotig12954 	 0.659982 	 cell-cell signaling  
Spi_isotig12954 	 0.659982 	 developmental processes  
Spi_isotig12954 	 0.659982 	 other metabolic processes 
Spi_isotig12954 	 0.659982 	 protein metabolism  
Spi_isotig12959 	 1.21345 	 other biological processes 
Spi_isotig12960 	 1.03783 	 transport   
Spi_isotig12963 	 0.600452 	 cell organization and biogenesis
Spi_isotig12964 	 0.655914 	 other biological processes 
Spi_isotig12969 	 0.681264 	 other metabolic processes 
Spi_isotig12969 	 0.681264 	 transport   
Spi_isotig12972 	 0.264446 	 cell cycle and proliferation
Spi_isotig12972 	 0.264446 	 death   
Spi_isotig12972 	 0.264446 	 other biological processes 
Spi_isotig12972 	 0.264446 	 other metabolic processes 
Spi_isotig12972 	 0.264446 	 protein metabolism  
Spi_isotig12972 	 0.264446 	 signal transduction  
Spi_isotig12973 	 0.977434 	 other metabolic processes 
Spi_isotig12973 	 0.977434 	 protein metabolism  
Spi_isotig12973 	 0.977434 	 RNA metabolism  
Spi_isotig12984 	 0.551564 	 other biological processes 
Spi_isotig12984 	 0.551564 	 protein metabolism  
Spi_isotig12985 	 0.670974 	 other metabolic processes 
Spi_isotig12986 	 0.759685 	 cell organization and biogenesis
Spi_isotig12986 	 0.759685 	 other biological processes 
Spi_isotig12986 	 0.759685 	 protein metabolism  
Spi_isotig12986 	 0.759685 	 RNA metabolism  
Spi_isotig12990 	 1.05586 	 protein metabolism  
Spi_isotig12991 	 0.531647 	 other biological processes 
Spi_isotig12992 	 0.272316 	 developmental processes  
Spi_isotig12992 	 0.272316 	 other metabolic processes 
Spi_isotig12994 	 0.664282 	 other metabolic processes 
Spi_isotig12994 	 0.664282 	 protein metabolism  
Spi_isotig12998 	 0.549021 	 death   
Spi_isotig12998 	 0.549021 	 developmental processes  
Spi_isotig12998 	 0.549021 	 protein metabolism  
Spi_isotig13000 	 0.750002 	 other metabolic processes 
Spi_isotig13003 	 0.541746 	 transport   
Spi_isotig13005 	 0.746689 	 death   
Spi_isotig13005 	 0.746689 	 other biological processes 
Spi_isotig13007 	 0.769775 	 stress response  
Spi_isotig13008 	 1.01622 	 developmental processes  
Spi_isotig13008 	 1.01622 	 RNA metabolism  
Spi_isotig13012 	 0.519424 	 other biological processes 
Spi_isotig13012 	 0.519424 	 RNA metabolism  
Spi_isotig13012 	 0.519424 	 signal transduction  
Spi_isotig13013 	 0.685448 	 other biological processes 
Spi_isotig13013 	 0.685448 	 signal transduction  
Spi_isotig13014 	 0.741254 	 other biological processes 
Spi_isotig13014 	 0.741254 	 transport   
Spi_isotig13019 	 0.82707 	 other metabolic processes 
Spi_isotig13020 	 0.699763 	 cell cycle and proliferation
Spi_isotig13020 	 0.699763 	 other metabolic processes 
Spi_isotig13020 	 0.699763 	 RNA metabolism  
Spi_isotig13022 	 0.331625 	 cell organization and biogenesis
Spi_isotig13022 	 0.331625 	 protein metabolism  
Spi_isotig13022 	 0.331625 	 RNA metabolism  
Spi_isotig13023 	 0.896142 	 other metabolic processes 
Spi_isotig13023 	 0.896142 	 RNA metabolism  
Spi_isotig13028 	 0.805957 	 signal transduction  
Spi_isotig13038 	 0.460319 	 other biological processes 
Spi_isotig13038 	 0.460319 	 RNA metabolism  
Spi_isotig13041 	 0.628602 	 cell organization and biogenesis
Spi_isotig13041 	 0.628602 	 DNA metabolism  
Spi_isotig13041 	 0.628602 	 other biological processes 
Spi_isotig13041 	 0.628602 	 stress response  
Spi_isotig13044 	 0.804984 	 other biological processes 
Spi_isotig13044 	 0.804984 	 other metabolic processes 
Spi_isotig13048 	 0.437032 	 other biological processes 
Spi_isotig13052 	 0.98365 	 protein metabolism  
Spi_isotig13056 	 0.49258 	 other biological processes 
Spi_isotig13057 	 0.196419 	 other metabolic processes 
Spi_isotig13057 	 0.196419 	 RNA metabolism  
Spi_isotig13057 	 0.196419 	 signal transduction  
Spi_isotig13060 	 1.00242 	 cell adhesion  
Spi_isotig13060 	 1.00242 	 cell organization and biogenesis
Spi_isotig13060 	 1.00242 	 death   
Spi_isotig13060 	 1.00242 	 developmental processes  
Spi_isotig13060 	 1.00242 	 other biological processes 
Spi_isotig13060 	 1.00242 	 protein metabolism  
Spi_isotig13060 	 1.00242 	 signal transduction  
Spi_isotig13064 	 0.714835 	 stress response  
Spi_isotig13070 	 0.58384 	 cell cycle and proliferation
Spi_isotig13070 	 0.58384 	 cell organization and biogenesis
Spi_isotig13070 	 0.58384 	 other metabolic processes 
Spi_isotig13076 	 0.35158 	 cell organization and biogenesis
Spi_isotig13076 	 0.35158 	 transport   
Spi_isotig13082 	 0.735202 	 other metabolic processes 
Spi_isotig13086 	 0.587314 	 RNA metabolism  
Spi_isotig13089 	 0.990024 	 developmental processes  
Spi_isotig13089 	 0.990024 	 other biological processes 
Spi_isotig13089 	 0.990024 	 transport   
Spi_isotig13090 	 0.98114 	 cell organization and biogenesis
Spi_isotig13090 	 0.98114 	 developmental processes  
Spi_isotig13090 	 0.98114 	 other biological processes 
Spi_isotig13090 	 0.98114 	 other metabolic processes 
Spi_isotig13090 	 0.98114 	 signal transduction  
Spi_isotig13107 	 0.215337 	 cell organization and biogenesis
Spi_isotig13107 	 0.215337 	 death   
Spi_isotig13107 	 0.215337 	 developmental processes  
Spi_isotig13107 	 0.215337 	 other biological processes 
Spi_isotig13107 	 0.215337 	 signal transduction  
Spi_isotig13107 	 0.215337 	 stress response  
Spi_isotig13112 	 0.691665 	 other biological processes 
