Locus_10004_Transcript_1/1_Confidence_1.000_Length_174_transcripts_v2_10976 	 0.230119 	 transport    
transcripts_v2_14572 	 0.525708 	 other metabolic processes 
transcripts_v2_14572 	 0.525708 	 signal transduction  
transcripts_v2_14578 	 1.03299 	 cell organization and biogenesis
transcripts_v2_14578 	 1.03299 	 death   
transcripts_v2_14578 	 1.03299 	 protein metabolism  
transcripts_v2_14578 	 1.03299 	 signal transduction  
transcripts_v2_14578 	 1.03299 	 stress response  
transcripts_v2_14579 	 0.727418 	 cell organization and biogenesis
transcripts_v2_14586 	 0.679187 	 other biological processes 
transcripts_v2_14586 	 0.679187 	 signal transduction  
transcripts_v2_14590 	 0.705529 	 DNA metabolism  
transcripts_v2_14590 	 0.705529 	 RNA metabolism  
transcripts_v2_14590 	 0.705529 	 stress response  
transcripts_v2_14599 	 0.694107 	 other metabolic processes 
transcripts_v2_14599 	 0.694107 	 transport   
transcripts_v2_14604 	 0.287291 	 signal transduction  
transcripts_v2_14604 	 0.287291 	 transport   
transcripts_v2_14608 	 0.984966 	 developmental processes  
transcripts_v2_14609 	 0.171651 	 other metabolic processes 
transcripts_v2_1461 	 0.726183 	 cell organization and biogenesis
transcripts_v2_1461 	 0.726183 	 other biological processes 
transcripts_v2_1461 	 0.726183 	 protein metabolism  
transcripts_v2_1461 	 0.726183 	 transport   
transcripts_v2_1463 	 0.600888 	 other biological processes 
transcripts_v2_1463 	 0.600888 	 signal transduction  
transcripts_v2_14642 	 0.260511 	 other biological processes 
transcripts_v2_14642 	 0.260511 	 protein metabolism  
transcripts_v2_14645 	 0.517859 	 signal transduction  
transcripts_v2_14655 	 0.704256 	 RNA metabolism  
transcripts_v2_14666 	 0.246811 	 transport   
transcripts_v2_1467 	 0.470007 	 other metabolic processes 
transcripts_v2_14690 	 0.791383 	 transport   
transcripts_v2_147 	 0.198258 	 RNA metabolism  
transcripts_v2_147 	 0.198258 	 protein metabolism  
transcripts_v2_14701 	 0.224196 	 death   
transcripts_v2_14701 	 0.224196 	 other metabolic processes 
transcripts_v2_14703 	 0.372264 	 death   
transcripts_v2_14703 	 0.372264 	 other metabolic processes 
transcripts_v2_14703 	 0.372264 	 protein metabolism  
transcripts_v2_14703 	 0.372264 	 signal transduction  
transcripts_v2_14709 	 0.772916 	 RNA metabolism  
transcripts_v2_14709 	 0.772916 	 cell organization and biogenesis
transcripts_v2_14709 	 0.772916 	 other biological processes 
transcripts_v2_14709 	 0.772916 	 stress response  
transcripts_v2_14720 	 0.615785 	 cell organization and biogenesis
transcripts_v2_14720 	 0.615785 	 developmental processes  
transcripts_v2_14720 	 0.615785 	 other biological processes 
transcripts_v2_14720 	 0.615785 	 other metabolic processes 
transcripts_v2_14723 	 1.02215 	 other biological processes 
transcripts_v2_14723 	 1.02215 	 stress response  
transcripts_v2_14731 	 0.879423 	 RNA metabolism  
transcripts_v2_14731 	 0.879423 	 cell organization and biogenesis
transcripts_v2_14731 	 0.879423 	 death   
transcripts_v2_14731 	 0.879423 	 other biological processes 
transcripts_v2_14731 	 0.879423 	 other metabolic processes 
transcripts_v2_14731 	 0.879423 	 protein metabolism  
transcripts_v2_14731 	 0.879423 	 signal transduction  
transcripts_v2_14731 	 0.879423 	 stress response  
transcripts_v2_14738 	 0.746032 	 transport   
transcripts_v2_14760 	 0.506151 	 other biological processes 
transcripts_v2_14760 	 0.506151 	 transport   
transcripts_v2_14770 	 0.605478 	 RNA metabolism  
transcripts_v2_14787 	 0.898539 	 other biological processes 
transcripts_v2_14787 	 0.898539 	 protein metabolism  
transcripts_v2_148 	 0.646906 	 other biological processes 
transcripts_v2_148 	 0.646906 	 other metabolic processes 
transcripts_v2_14823 	 0.159841 	 RNA metabolism  
transcripts_v2_14823 	 0.159841 	 other biological processes 
transcripts_v2_14823 	 0.159841 	 other metabolic processes 
transcripts_v2_14831 	 0.946156 	 developmental processes  
transcripts_v2_14831 	 0.946156 	 other biological processes 
transcripts_v2_14851 	 0.737138 	 other metabolic processes 
transcripts_v2_14866 	 0.79821 	 other biological processes 
transcripts_v2_14866 	 0.79821 	 protein metabolism  
transcripts_v2_14866 	 0.79821 	 stress response  
transcripts_v2_14882 	 0.710099 	 cell organization and biogenesis
transcripts_v2_14897 	 1.12884 	 RNA metabolism  
transcripts_v2_14897 	 1.12884 	 developmental processes  
transcripts_v2_14897 	 1.12884 	 other biological processes 
transcripts_v2_14973 	 0.242859 	 cell organization and biogenesis
transcripts_v2_14973 	 0.242859 	 protein metabolism  
transcripts_v2_14998 	 0.48889 	 cell organization and biogenesis
transcripts_v2_14998 	 0.48889 	 developmental processes  
transcripts_v2_14998 	 0.48889 	 other biological processes 
transcripts_v2_14998 	 0.48889 	 other metabolic processes 
transcripts_v2_14998 	 0.48889 	 protein metabolism  
transcripts_v2_14998 	 0.48889 	 signal transduction  
transcripts_v2_14998 	 0.48889 	 transport   
transcripts_v2_15009 	 0.781053 	 other metabolic processes 
transcripts_v2_15009 	 0.781053 	 stress response  
transcripts_v2_15009 	 0.781053 	 transport   
transcripts_v2_15046 	 0.809824 	 other biological processes 
transcripts_v2_15046 	 0.809824 	 protein metabolism  
transcripts_v2_15046 	 0.809824 	 transport   
transcripts_v2_1505 	 0.24242 	 other metabolic processes 
transcripts_v2_15056 	 0.641023 	 cell organization and biogenesis
transcripts_v2_15056 	 0.641023 	 death   
transcripts_v2_15056 	 0.641023 	 protein metabolism  
transcripts_v2_15056 	 0.641023 	 transport   
transcripts_v2_15086 	 0.160195 	 other biological processes 
transcripts_v2_1510 	 0.777941 	 transport   
transcripts_v2_15100 	 0.239584 	 other biological processes 
transcripts_v2_15105 	 0.336799 	 DNA metabolism  
transcripts_v2_15105 	 0.336799 	 RNA metabolism  
transcripts_v2_15105 	 0.336799 	 cell cycle and proliferation
transcripts_v2_15105 	 0.336799 	 developmental processes  
transcripts_v2_15105 	 0.336799 	 other biological processes 
transcripts_v2_15105 	 0.336799 	 other metabolic processes 
transcripts_v2_15191 	 1.06211 	 cell adhesion  
transcripts_v2_15191 	 1.06211 	 other biological processes 
transcripts_v2_152 	 0.525516 	 cell adhesion  
transcripts_v2_152 	 0.525516 	 transport   
transcripts_v2_1522 	 0.268346 	 other metabolic processes 
transcripts_v2_1524 	 0.541776 	 RNA metabolism  
transcripts_v2_1524 	 0.541776 	 cell organization and biogenesis
transcripts_v2_1524 	 0.541776 	 developmental processes  
transcripts_v2_15265 	 0.68651 	 other metabolic processes 
transcripts_v2_15265 	 0.68651 	 protein metabolism  
transcripts_v2_15267 	 0.254117 	 DNA metabolism  
transcripts_v2_15267 	 0.254117 	 death   
transcripts_v2_15267 	 0.254117 	 other metabolic processes 
transcripts_v2_15267 	 0.254117 	 protein metabolism  
transcripts_v2_15267 	 0.254117 	 stress response  
transcripts_v2_15279 	 0.817649 	 RNA metabolism  
transcripts_v2_15279 	 0.817649 	 other metabolic processes 
transcripts_v2_15288 	 0.462988 	 protein metabolism  
transcripts_v2_15302 	 0.856619 	 other metabolic processes 
transcripts_v2_15302 	 0.856619 	 protein metabolism  
transcripts_v2_15305 	 0.328961 	 cell organization and biogenesis
transcripts_v2_15305 	 0.328961 	 other biological processes 
transcripts_v2_15305 	 0.328961 	 other metabolic processes 
transcripts_v2_15319 	 0.842884 	 cell cycle and proliferation
transcripts_v2_15319 	 0.842884 	 cell organization and biogenesis
transcripts_v2_15319 	 0.842884 	 developmental processes  
transcripts_v2_15319 	 0.842884 	 other biological processes 
transcripts_v2_15319 	 0.842884 	 other metabolic processes 
transcripts_v2_1532 	 1.01769 	 other biological processes 
transcripts_v2_15341 	 0.0632455 	 other biological processes 
transcripts_v2_15349 	 0 	 DNA metabolism  
transcripts_v2_15349 	 0 	 cell cycle and proliferation
transcripts_v2_15349 	 0 	 cell organization and biogenesis
transcripts_v2_15349 	 0 	 other biological processes 
transcripts_v2_15349 	 0 	 stress response  
transcripts_v2_15365 	 0.70041 	 other biological processes 
transcripts_v2_15419 	 0.282378 	 other metabolic processes 
transcripts_v2_15426 	 0.446184 	 other biological processes 
transcripts_v2_15431 	 0.470816 	 cell adhesion  
transcripts_v2_15431 	 0.470816 	 signal transduction  
transcripts_v2_15431 	 0.470816 	 transport   
transcripts_v2_15433 	 0.256972 	 cell adhesion  
transcripts_v2_15433 	 0.256972 	 developmental processes  
transcripts_v2_15433 	 0.256972 	 other biological processes 
transcripts_v2_15433 	 0.256972 	 signal transduction  
transcripts_v2_15438 	 0.312423 	 RNA metabolism  
transcripts_v2_15438 	 0.312423 	 death   
transcripts_v2_15438 	 0.312423 	 other biological processes 
transcripts_v2_15438 	 0.312423 	 other metabolic processes 
transcripts_v2_15438 	 0.312423 	 protein metabolism  
transcripts_v2_15438 	 0.312423 	 signal transduction  
transcripts_v2_15438 	 0.312423 	 stress response  
transcripts_v2_15438 	 0.312423 	 transport   
transcripts_v2_15514 	 0.590222 	 protein metabolism  
transcripts_v2_15529 	 0.113742 	 cell organization and biogenesis
transcripts_v2_15529 	 0.113742 	 transport   
transcripts_v2_1553 	 0.352853 	 other biological processes 
transcripts_v2_1555 	 0.623698 	 developmental processes  
transcripts_v2_1555 	 0.623698 	 other biological processes 
transcripts_v2_1555 	 0.623698 	 signal transduction  
transcripts_v2_15554 	 0.966137 	 RNA metabolism  
transcripts_v2_15569 	 0.306644 	 RNA metabolism  
transcripts_v2_15569 	 0.306644 	 cell organization and biogenesis
transcripts_v2_15569 	 0.306644 	 cell-cell signaling  
transcripts_v2_15569 	 0.306644 	 death   
transcripts_v2_15569 	 0.306644 	 transport   
transcripts_v2_15581 	 0.576975 	 cell organization and biogenesis
transcripts_v2_15581 	 0.576975 	 developmental processes  
transcripts_v2_15581 	 0.576975 	 other biological processes 
transcripts_v2_15581 	 0.576975 	 signal transduction  
transcripts_v2_156 	 0.524223 	 cell organization and biogenesis
transcripts_v2_156 	 0.524223 	 developmental processes  
transcripts_v2_156 	 0.524223 	 other metabolic processes 
transcripts_v2_156 	 0.524223 	 transport   
transcripts_v2_1561 	 0.462639 	 other metabolic processes 
transcripts_v2_15627 	 0.61655 	 cell cycle and proliferation
transcripts_v2_15627 	 0.61655 	 cell organization and biogenesis
transcripts_v2_15627 	 0.61655 	 protein metabolism  
transcripts_v2_15628 	 0.235004 	 RNA metabolism  
transcripts_v2_15628 	 0.235004 	 cell organization and biogenesis
transcripts_v2_15628 	 0.235004 	 other biological processes 
transcripts_v2_15628 	 0.235004 	 other metabolic processes 
transcripts_v2_15628 	 0.235004 	 protein metabolism  
transcripts_v2_15637 	 0.54574 	 other biological processes 
transcripts_v2_15638 	 0.912654 	 other metabolic processes 
transcripts_v2_15638 	 0.912654 	 stress response  
transcripts_v2_15638 	 0.912654 	 transport   
transcripts_v2_1564 	 0.122945 	 cell organization and biogenesis
transcripts_v2_1564 	 0.122945 	 death   
transcripts_v2_1564 	 0.122945 	 developmental processes  
transcripts_v2_1564 	 0.122945 	 other biological processes 
transcripts_v2_1564 	 0.122945 	 transport   
transcripts_v2_15641 	 0.669645 	 cell organization and biogenesis
transcripts_v2_15668 	 0.389108 	 cell cycle and proliferation
transcripts_v2_15668 	 0.389108 	 cell organization and biogenesis
transcripts_v2_15668 	 0.389108 	 other biological processes 
transcripts_v2_157 	 0.684088 	 other biological processes 
transcripts_v2_1572 	 0.429352 	 protein metabolism  
transcripts_v2_15738 	 0.489057 	 RNA metabolism  
transcripts_v2_15738 	 0.489057 	 other metabolic processes 
transcripts_v2_1574 	 0.733354 	 cell organization and biogenesis
transcripts_v2_1574 	 0.733354 	 other metabolic processes 
transcripts_v2_1579 	 0.796053 	 other biological processes 
transcripts_v2_1579 	 0.796053 	 other metabolic processes 
transcripts_v2_158 	 0.737174 	 DNA metabolism  
transcripts_v2_158 	 0.737174 	 RNA metabolism  
transcripts_v2_158 	 0.737174 	 cell cycle and proliferation
transcripts_v2_158 	 0.737174 	 death   
transcripts_v2_158 	 0.737174 	 developmental processes  
transcripts_v2_158 	 0.737174 	 other biological processes 
transcripts_v2_158 	 0.737174 	 other metabolic processes 
transcripts_v2_158 	 0.737174 	 stress response  
transcripts_v2_15804 	 0.211222 	 other metabolic processes 
transcripts_v2_15815 	 0.589388 	 developmental processes  
transcripts_v2_15815 	 0.589388 	 other metabolic processes 
transcripts_v2_15815 	 0.589388 	 protein metabolism  
transcripts_v2_15837 	 0.482551 	 cell organization and biogenesis
transcripts_v2_15837 	 0.482551 	 developmental processes  
transcripts_v2_15837 	 0.482551 	 other biological processes 
transcripts_v2_15839 	 0.801664 	 other metabolic processes 
transcripts_v2_15849 	 0.561929 	 death   
transcripts_v2_15849 	 0.561929 	 developmental processes  
transcripts_v2_15849 	 0.561929 	 other biological processes 
transcripts_v2_15849 	 0.561929 	 other metabolic processes 
transcripts_v2_15849 	 0.561929 	 protein metabolism  
transcripts_v2_15849 	 0.561929 	 signal transduction  
transcripts_v2_15849 	 0.561929 	 stress response  
transcripts_v2_15856 	 0.504382 	 RNA metabolism  
transcripts_v2_15863 	 0.530609 	 other biological processes 
transcripts_v2_15872 	 0.68764 	 cell cycle and proliferation
transcripts_v2_15872 	 0.68764 	 other biological processes 
transcripts_v2_15872 	 0.68764 	 other metabolic processes 
transcripts_v2_15872 	 0.68764 	 signal transduction  
transcripts_v2_15872 	 0.68764 	 stress response  
transcripts_v2_15879 	 1.1049 	 cell adhesion  
transcripts_v2_15879 	 1.1049 	 cell organization and biogenesis
transcripts_v2_15879 	 1.1049 	 other biological processes 
transcripts_v2_15879 	 1.1049 	 other metabolic processes 
transcripts_v2_15879 	 1.1049 	 protein metabolism  
transcripts_v2_15898 	 0.749697 	 cell cycle and proliferation
transcripts_v2_15898 	 0.749697 	 cell organization and biogenesis
transcripts_v2_15898 	 0.749697 	 other biological processes 
transcripts_v2_15898 	 0.749697 	 other metabolic processes 
transcripts_v2_15898 	 0.749697 	 protein metabolism  
transcripts_v2_15898 	 0.749697 	 stress response  
transcripts_v2_15950 	 0.241924 	 RNA metabolism  
transcripts_v2_15950 	 0.241924 	 transport   
transcripts_v2_15978 	 0.301518 	 other metabolic processes 
transcripts_v2_15979 	 0.877477 	 cell organization and biogenesis
transcripts_v2_15979 	 0.877477 	 other biological processes 
transcripts_v2_15979 	 0.877477 	 transport   
transcripts_v2_15984 	 0.867318 	 protein metabolism  
transcripts_v2_15989 	 0.735555 	 other metabolic processes 
transcripts_v2_16000 	 0.729111 	 other metabolic processes 
transcripts_v2_16017 	 0.537472 	 protein metabolism  
transcripts_v2_16017 	 0.537472 	 signal transduction  
transcripts_v2_1605 	 0.800633 	 other biological processes 
transcripts_v2_1605 	 0.800633 	 transport   
transcripts_v2_16084 	 0.919654 	 RNA metabolism  
transcripts_v2_16084 	 0.919654 	 cell organization and biogenesis
transcripts_v2_16084 	 0.919654 	 protein metabolism  
transcripts_v2_1612 	 0.603415 	 other metabolic processes 
transcripts_v2_16133 	 0.18868 	 other biological processes 
transcripts_v2_16133 	 0.18868 	 other metabolic processes 
transcripts_v2_1619 	 0.921833 	 other biological processes 
transcripts_v2_1621 	 0.396846 	 death   
transcripts_v2_1621 	 0.396846 	 other biological processes 
